PERM_ID,OBJ_ID,VER_NBR,PERM_TMPL_ID,NMSPC_CD,NM,DESC_TXT,ACTV_IND
12004,SYS_GUID(),1,10,KFS-ENDOW,Initiate Document,Authorizes the initiation of the Endowment Batch created documents.,Y
